requested_n_clusters,law,effective_n_clusters,was_clamped,n_train_queries,n_train_core,n_val,n_test_queries,train_time_seconds,soft_cos_mean,soft_cos_p10,soft_cos_p50,soft_cos_p90,soft_mse,soft_r2_overall
200,GmbHG,200,False,476,452,24,60,10.142683029174805,0.958189070224762,0.9298934638500214,0.9596268534660339,0.98098104596138,7.986324635567144e-05,0.9181628795771379
200,GrEStG,200,False,476,452,24,60,10.181498050689697,0.9548798203468323,0.9298435568809509,0.9555028975009918,0.9818418502807618,8.60027939779684e-05,0.911871378983762
200,IG-L,200,False,476,452,24,60,10.05561089515686,0.9548577070236206,0.9175575792789459,0.9565903842449188,0.9838741779327392,8.602017624070868e-05,0.9118552661548093
200,IO,200,False,476,452,24,60,10.061686038970947,0.9568870663642883,0.9291777908802032,0.9600496888160706,0.9831454336643219,8.242973126471043e-05,0.9155317482267615
200,KAKuG,200,False,476,452,24,60,10.047738790512085,0.9440738558769226,0.9058794140815735,0.948626697063446,0.972854745388031,0.00010606411524349824,0.891317655991938
200,KBGG,200,False,476,452,24,60,10.061367988586426,0.9584648609161377,0.9343751192092895,0.9588996767997742,0.9826263189315796,7.924108649604023e-05,0.9188020824817341
200,KFG,200,False,476,452,24,60,10.064562797546387,0.9532203674316406,0.9249696671962738,0.9553956389427185,0.9885883271694184,8.900258399080485e-05,0.9088000800098078
200,KJBG,200,False,476,452,24,60,10.051123857498169,0.9634832739830017,0.9447894275188446,0.9639205038547516,0.9815464675426483,6.993345596129075e-05,0.9283400629478639
200,KSchG,200,False,476,452,24,60,10.070691108703613,0.952400267124176,0.9230252385139466,0.9530105590820312,0.9800895810127258,9.059602598426864e-05,0.9071692745327182
200,KStG,200,False,476,452,24,60,10.057008028030396,0.9435679316520691,0.9051928281784057,0.9518291056156158,0.9706074357032776,0.00010686817404348403,0.8904910330563001
200,KartG,200,False,476,452,24,60,10.05820107460022,0.9505959749221802,0.9238378524780273,0.9529932141304016,0.9788610577583313,9.384859731653705e-05,0.9038325484677657
200,KommStG,200,False,476,452,24,59,10.102477073669434,0.9526735544204712,0.9206059813499451,0.9558441638946533,0.9794329047203064,9.002754813991487e-05,0.9077478700524981
200,MRG,200,False,476,452,24,59,10.05650806427002,0.9474303722381592,0.9088003396987915,0.9531250596046448,0.9771164298057556,9.967506775865331e-05,0.8978624142784013
200,MSchG,200,False,476,452,24,59,10.054780006408691,0.9586499333381653,0.9260378241539001,0.9627287983894348,0.9816421389579773,7.892739085946232e-05,0.9191237616424421
200,MeldeG,200,False,476,452,24,59,10.073483943939209,0.9548823833465576,0.9177621722221374,0.9623236060142517,0.9837161660194397,8.595568215241656e-05,0.9119221779750389
200,NAG,200,False,476,452,24,59,10.057577133178711,0.9531601667404175,0.9226163148880004,0.9575697183609009,0.9849526405334472,8.911002078093588e-05,0.9086892285992958
200,NoVAG,200,False,476,452,24,59,10.047747135162354,0.9535582661628723,0.9254365682601928,0.9558447003364563,0.9790407061576843,8.854853513184935e-05,0.9092643985381934
200,PSG,200,False,476,452,24,59,10.053330898284912,0.9436012506484985,0.9123469591140747,0.9475926756858826,0.9671143770217896,0.00010685105371521786,0.8905103065713001
200,PatG,200,False,476,452,24,59,10.06252908706665,0.9535927772521973,0.9152615904808045,0.9588295221328735,0.97941654920578,8.832682942738757e-05,0.9094934210794475
200,SH-GG,200,False,476,452,24,59,10.04974102973938,0.9609408378601074,0.937471580505371,0.9636327624320984,0.9881885409355163,7.470308628398925e-05,0.9234514756717769
200,SMG,200,False,476,452,24,59,10.064740896224976,0.9518199563026428,0.9204899787902832,0.9600501656532288,0.9781578898429871,9.158672037301585e-05,0.906152045071172
200,SPG,200,False,476,452,24,59,10.06506085395813,0.9512314200401306,0.916720700263977,0.951717734336853,0.9785279989242553,9.280371887143701e-05,0.9049058266045981
200,SchUG,200,False,476,452,24,59,10.056840896606445,0.9466972947120667,0.913745892047882,0.9507291316986084,0.9785224676132203,0.00010130203736480325,0.8961982547435686
